part_number	name	priceOpt	warranty	instock
ОКТ-Д(0,5)-1Е-125	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 125м.                                                                       	538	24	1
YT-RCPS433	Пульт дистанционного управления с переключателем мощности  220V/10А, 315MHZ / 433MHZ	9.5	12	1
DS-2CD2555FWD-IWS	5 Мп мини-купольная с SD картой видеокамера EXIR Hikvision DS-2CD2555FWD-IWS (2.8 мм)	196.14	12	1
FM-03	FM- модулятор FM-03	2	1	1
CDG1	SSR радиатор для твердотельного реле CDG1, 50 * 80 * 50mm	1.4	0	1
LT3X	WIFI интеллектуальный выключатель ворот EDEAN, три положения	53	1	1
QC-C200	АЗУ VEGGEIG QC-C200, USBQC3.0+PD+digital display, 3.1A, Silver, Box	6.4	6	1
10019	Аккумулятор Li-ion 18650 1650mAh 3.7V, Purple, Q100	1.1	6	1
18400	Аккумулятор Li-ion 18650 2200mAh 3.7V, Blue Q100	1.5	6	1
BZ-LFP 12.8V 200Ah	Аккумуляторная батарея Brazzers LiFePO4 12,8V 200Ah ( 495 x 180 x 476 ), 34kg 	418	60	1
А12-200-F10(M8)	Аккумуляторная батарея CHALLENGER А12-200, 12V 200Ah (522х240х219), Q1, ( VRLA AGM ) 	354	12	1
R-LFP 12.8V 200Ah	Аккумуляторная батарея Ritar LiFePO4 12,8V 200Ah 2560Wh  ( 522 х 240 х 219 (224) ) Q1	950	12	1
GPL12-230	Аккумуляторная батарея Ventura 12V 230Ah (520*268*241мм), Q1	494	12	1
LiFePO4512-100/80	Аккумуляторная батарея Vipow LiFePO4 51,2V 100Ah со встроенной ВМS платой 80A	1120	36	1
YT-AECWC AM/AF-5.0m	Активный удлинитель USB 2.0 AM/AF, 5,0m, прозрачный с чипом Q50	4.7	2	1
YT-AWNA-2DBI	Антенна 2DBI для беспроводного сетевого адаптера, 10 см, ОЕМ 	0.85	2	1
24AU-2UE4	Батарейка GP Ultra 24AU-2UE4  щелочная AAA, 4 шт в блистере, цена за блистер	1.66	3	1
ZDL-BK3001	Беспроводная клавиатура BK3001, (Eng), (285х120х20mm), 70k, White, Box	8	1	1
MBR-2W	Блок розеток для удлинителя 220V MERLION MBR-2W, 2 гнезда без заземления Q160	0.6	2	1
Z-GCO-6 мм * 10 м	Веревка с карабином для магнита с кольцом, 6 мм * 10 м	2	2	1
TCS-150	Весы торговые электронные TCS-150  (150кг) со стойкой и счетчиком цены                                 	27	2	1
HS-1115K	Газовый паяльник HS-1115K 80W, Box	32.9	3	1
DT-2022/B120B	Гирлянда БАХРОМА 120 LED Blue, белая изоляция, уличная, 5x0.7м, BOX	20	0	1
LCR-T4	Графический тестер транзисторный  LCR-T4 c дисплеем	10	0	1
YT-CLFB	Замок ROGTIO тросированный для велосипедов	2	1	1
FM-ZYT15/TB	Замок YT15 тросированный для велосипедов, кодовый, OEM	3.4	1	1
FM-ZVTSK70/3	Замок велосипедный цепной кодовый YT70, Box	5	0	1
LRS-35-48	Импульсный блок питания MEANWELL LRS-35-48, 48В 0.8А (38.4Вт) перфорированный AC/DC малой мощности 25 Вт IP20	0	24	1
IS-0.9m	Искусственная сосна, 0,9м	11	0	1
YT-TC-405	Кабель VEGGIEG TC-405, Type-C(Male)  to Type-C(Male) PD cable , White, длина 1,0м, Box	2.8	2	1
YT-VGA(M)/(M)3+6VG-20	Кабель VEGGIEG VG-20 VGA 3+6, 20m, male to male (папа-папа), OD-8.0mm, 2 феррита, круглый Black, коннектор Gold, Box	22.8	2	1
ПВС 4х4,0	Кабель ГАЛ-КАТ ПВС 4х4,0 белый, бухта 100м                                                 	6785	1	1
YT-ST301	Кабель интерфейсный VEGGIEG ST301 SATA3.0, 0.5м, загнутый с защелкой, красный	0.9	0	1
PC-186 CEE7/17-C13-1,8	Кабель питания Ritar PC-186 CEE7/17-C13, 1.8m, сечение 1мм2, неоконеченный, под пайку, Black, МЕДЬ!!!!	0	2	1
PC-IEC C13-C14 CCA15	Кабель питания вторичный  PC-monitor 1.5m, 0.5mm, 3pin, IEC C13-C14, OEM Q250	0.6	1	1
PC-IEC C13-C14 CCA18	Кабель питания вторичный  PC-monitor 1.8m, 0.75mm, 3pin, IEC C13-C14, OEM Q250	0.75	2	1
1256	Кабель телефонный Одескабель ТППэпЗ 100*2*0,5	265.35	1	1
K200	Колонки 2.0 Kisonli K200, для ПК и ноутбука, USB + 3.5mm, 2x3W, 20Hz- 20KHz, Silver, BOX, Q50	0	6	1
ASAGM-122000M8	Корпус для аккумуляторной батареи Azbist ASAGM-122000M8	21	0	1
EP12-200M8	Корпус для аккумуляторной батареи Europower EP12-200M8	38	0	1
GP122000М8	Корпус для аккумуляторной батареи MERLION GP122000М8	126	0	1
PP-  I200	Кронштейн для камеры PiPo PP-  I200, серый, металл, 20сm	4.5	0	1
C14025B	Кулер для охлождения серверных БП HXS C14025B DC sleeve fan 4pin - 140*140*25мм, 12V, 2300об/мин	2.9	3	1
YT-SWT-XIANGHUI-0.1*4	Лента для точечной сварки  XIANGHUI, 0,1мм*4мм, 1кг 	16.95	0	1
KM-710	Микрофон проводной KM-710, BOX 	5.5	1	1
RD-793	Многофункциональный видеорегистратор Police DVR RD-793 GPS 32Gb	166.3	12	1
QS-608CH	Аккумуляторная батарея литиевая QSuo 6V 8A с элементами Li-ion 18650  (70X46X100) + зарядное устройство 8,4V 1A + крокодилы	25	6	1
YT-AECWC AM/AF-15.0m	Активный удлинитель USB 2.0 AM/AF, 15m, прозрачный с чипом Q50	9.5	2	1
YT-AWNA-2DBI	Антенна 2DBI для беспроводного сетевого адаптера, 20 см, ОЕМ 	0.85	2	1
TCS-300	Весы торговые электронные TCS-300  (300кг) со стойкой и счетчиком цены                                 	38	2	1
lii-202	ЗУ универсальное Liitokala lii-202, 2 канала, поддерживает Li-ion, Ni-MH и Ni-Cd AA (R6), ААA (R03), AAAA, С (R14)	6.4	6	1
LRS-75-48	Импульсный блок питания MEANWELL LRS-75-48, 48В 1.6А (76.8Вт) перфорированный AC/DC малой мощности 60 Вт IP20	0	24	1
IS-1.3m	Искусственная сосна, 1,3м	23	0	1
YT-AUXGJ(M)/(M)-AB-1	Кабель VEGGIEG AB-1 AUX Audio DC3.5 папа-папа 1.0м, GOLD Stereo Jack, оплетка, (круглый) Black cable, Пакет 	1.6	2	1
YT-ST307	Кабель интерфейсный VEGGIEG ST307 SATA3.0, 0.5м, загнутый с защелкой, красный	0.9	0	1
KS-02	Колонки 2.0 Kisonli KS-02, для ПК и ноутбука, USB + 3.5mm, 2x3W, 20Hz- 20KHz, Black, BOX, Q50	0	6	1
6005FE	КОММУТАТОР POE 6005FE 4POE+1UTP,10/100M,   IEEE 802.3AF  , БП в комплекте, 118x89x25	28	12	1
YT-KMY-A202-L	Набор 2 в 1 СЗУ With Iphone Cable 110-240V MY-A202, 2 x USB, 5V/12W, Output: 5V/2.4A, White, Blister- box, Q25	4	12	1
YT-KMY-A202-M	Набор 2 в 1 СЗУ With Micro-Usb Cable 110-240V MY-A202, 2 x USB, 5V/12W, Output: 5V/2.4A, White, Blister- box, Q25	3.8	12	1
YT-KMY-A202-T	Набор 2 в 1 СЗУ WithType-C Cable 110-240V MY-A202, 2 x USB, 5V/12W, Output: 5V/2.4A, White, Blister- box, Q25	4	12	1
PP-202	Навесной электрический шкаф PiPo PP-202, корпус металл, 440х155х500 мм (Ш*Г*В)	31	0	1
ОКТ-Д(0,5)-1Е-160	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 160м.                                                                       	667	24	1
K773-202	Самозажимная 2-проводная клемма WAGO К773-202, 2-pin, прозрачно-оранжевая	0.08	1	1
3323M	Шахматы на магните Magnet Chess, Black/Ivory, Color Box	2.4	0	1
IDS-7208HUHI-M1/S	8-канальный ACUSENSE Turbo HD видеорегистратор Hikvision IDS-7208HUHI-M1/S	203.86	12	1
QS-6010CH	Аккумуляторная батарея литиевая QSuo 6V 10A с элементами Li-ion 18650  (70X46X100) + зарядное устройство 8,4V 1A + крокодилы	28.5	6	1
YT-AECWC AM/AF-20.0m	Активный удлинитель USB 2.0 AM/AF, 20m, прозрачный с чипом Q50	15	2	1
DT-2022/B120W	Гирлянда БАХРОМА 120 LED White, белая изоляция, уличная, 5x0.7м, BOX	20	0	1
LRS-150-48	Импульсный блок питания MEANWELL LRS-150-48, 48В 3.3А (158.4Вт) перфорированный AC/DC малой мощности 150 Вт IP20	0	24	1
YT-KMY-A203-L	Набор 2 в 1 СЗУ With Iphone Cable 110-240V MY-A203, 2 x USB, 5V/12W, Output: 5V/2.4A, White, Blister- box	4	12	1
PP-203	Навесной электрический шкаф PiPo PP-203, корпус металл, 500х180х600 мм (Ш*Г*В)	36	0	1
К773-203	Самозажимная 3-проводная клемма WAGO К773-203, 3-pin, прозрачно-серая	0.08	1	1
DH-SD1A404XB-GNR-W	4Мп 4х Starlight PTZ Wi-Fi видеокамера Dahua DH-SD1A404XB-GNR-W	202.14	12	1
BT-D6010FE	POE коммутатор Merlion 8 POE 10/100  + 2 RJ45 10/100 + встроенный блок питания 52V 1.8A	36.2	12	1
QS-1206ACH	Аккумуляторная батарея литиевая QSuo 12V 6A с элементами Li-ion 18650  (150X64,5X97,7) + зарядное устройство 12.6V 1A + крокодилы	24	6	1
LRS-200-48	Импульсный блок питания MEANWELL LRS-200-48, 48В 4.4А (211Вт) перфорированный AC/DC малой мощности 175 Вт IP20	0	24	1
IS-1.5m	Искусственная сосна, 1,5м	28.5	0	1
YT-AUXGJ(M)/(M)-AB-2	Кабель VEGGIEG AB-2 AUX Audio DC3.5 папа-папа 2.0м, GOLD Stereo Jack, оплетка, (круглый) Black cable, Пакет 	1.9	2	1
YT-AUXGJ(M)/(M)-AB-3	Кабель VEGGIEG AB-3 AUX Audio DC3.5 папа-папа 3.0м, GOLD Stereo Jack, оплетка, (круглый) Black cable, Пакет 	2.3	2	1
YT-ST304	Кабель интерфейсный VEGGIEG ST304 SATA3.0, 1м, загнутый с защелкой, красный	1.2	0	1
ОКТ-Д(0,5)-1Е-170	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 170м.                                                                       	702	24	1
K204	Самозажимная 4-проводная клемма WAGO К773-204, 4-pin, прозрачно-желтая	0.1	1	1
В-401	Шахматы-карточки на магните В-401	2.5	0	1
DH-SD29204UE-GN	2Мп Starlight IP PTZ видеокамера Dahua DH-SD29204UE-GN	205.13	12	1
DH-IPC-HFW2831TP-ZAS-S2	8МП цилиндрическая моторизированная видеокамера с SD картой DH-IPC-HFW2831TP-ZAS-S2 (3.7-11)	205.88	12	1
JK-6032	Набор отверток LianJic JK-6032 31 в 1	2	0	1
UTP7204GE-HPOE	Неуправляемый POE коммутатор  UTP7204GE-HPOE c 4 портами POE 1000Mbps  + Uplink 2 порта 1000Mbps + 2 SFP порта	134.9	12	1
UTP7204E-POE-A1	Неуправляемый POE коммутатор UTP7204E-POE-A1 с c 4 портами POE 100Mbps до 250м + Uplink 1 порт 100Mbps + 1 SFP порт	78.4	12	1
ОКТ-Д(0,5)-1Е-180	Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 180м.                                                                       	739	24	1
К206	Самозажимная 6-проводная клемма WAGO К773-206, 6-pin, прозрачно-красная	0.12	1	1
BKL-01	Сетевой фильтр BKL-01, 3 Розетки + 4 USB, 2 м, сечение 3х0,75мм, White, Box	9.8	1	1
BKL-04 EU	Сетевой фильтр BKL-04 EU, 3 Розетки + 5 USB 3.0+TIMER, 2 м, сечение 3х0,75мм, White, Box	12.4	1	1
BKL-07B	Сетевой фильтр BKL-07, 3 Розетки + 4 USB, 2 м, сечение 3х0,75мм, White, Box	9.8	1	1
BKL-11	Сетевой фильтр BKL-11+TIMER, 6 Розетки + 5 USB, PD3.0, 2 м, сечение 3х0,75мм, White, Box	17	1	1
BKL-20	Сетевой фильтр BKL-20, 3 Розетки + 4 USB, Wireess Power 10W,2 м, сечение 3х0,75мм, Black, Box	13.7	1	1
DH-NVR4432-4KS2	32-канальный видеорегистратор с поддержкой 4х HDD  в металлическом корпусе DH-NVR4432-4KS2	205.88	12	1
LRS-350-48	Импульсный блок питания MEANWELL LRS-350-48, 48В 7.3А (350.4Вт) перфорированный AC/DC малой мощности 350 Вт IP20	0	24	1
UTP3-SW08-FP120	Неуправляемый коммутатор POE UTP3-SW08-FP120 с 8 портами POE 100Mbps до 250м + 1x SFP FX/SC (100M)	86.47	12	1
UTP7108E-POE	Неуправляемый коммутатор POE UTP7108E-POE с 8 портами POE 100Mbps и 1х SFP (1000M) и 1х RJ45 (1000M)	87.59	12	1
YT-PERa	Переходник на евророзетку  White, в упаковке 50 штук, цена за штуку	0.1	0	1
"YT-BIBM15,6"";Сумка для ноутбука 15,6"" полиэстер Q75;нет;3.50;у.е.;0;Вид: Сумка через плечо Назначение: Для ноутбука, Для документов Пол: Унисекс Документы формата А4: Помещаются Отделение для ноутбука: Есть Максимальная диагональ ноутбука: 15,6"" Плечевой ремень: Съемный, Регулируемый Поясной ремень: Нет Ручки: Несъемные Застежки: Замок Тип рисунка: Однотонный Дополнительно: Водоотталкивающий материал Цвет: Черный;шт;2950,2954;
6764;G-MLG1275F2;Аккумуляторная батарея MERLION G-MLG1275F2 12 V 7,5 Ah ( 150 x 65 x  95 (100) )  Green Q5;+++;11.80;у.е.;12;Технические характеристики:Количество элементов: 6Напряжение: 12 ВНоминальная емкость: 7,5 A / ч при 20 часовом разряде до 1,75 В на элемент при 25 ° CВес: 2,075 кг (Допуск ± 5,0%)Внутреннее сопротивление: 25 мОмТип клемм: F2Максимальный ток разряда: 75 А (5 секунд)Ток короткого замыкания 260 AСрок годности: 7 летМаксимальный зарядный ток: 2,25 AНапряжение заряда в буферном режиме: 13,7 В ~ 13,9 В при 25 ° СТемпературная компенсация: -3 мВ / ° C / элементНапряжение заряда в циклическом режиме: 14,6 В ~ 14,8 В при 25 ° СТемпературная компенсация: -4 мВ / ° C / элементДиапазон рабочих температур:разряд: 10 ° C ~ 60 ° Cзаряд: 10 ° C ~ 50 ° Cхранения: 10 ° C ~ 60 ° CНормальный диапазон рабочих температур: 25 ± 5 ° CМатериал корпуса: A.В.S. UL94-HB, UL94-V0;шт;14,10460,16260,19169;
18305;QS-12012ACH;Аккумуляторная батарея литиевая QSuo 12V 12A с элементами Li-ion 18650  (150X64,5X97,7) + зарядное устройство 12,6V/1A + крокодиллы;нет;36.00;у.е.;6;QiSuo QS1212A-литевая аккомуляторная батарея рабочего напряжения 12 Вольт на 12 Ампер +.зарядное устройство 12,6V/1A + крокодилы.Собранная на основе Li-ion 18650 элементов,эта батарея являеться отменным решением по питанию электромашин,бытовых инструментов,игрушек и поливальных техник.Размеры: 150X64,5X97,7 милиметров.Вес 964 грамм.Важным достоянием этой модели АКБ являеться увеличеный срок службы до 5 лет.Пластиковый корпус порадует высокой степенью устойчивости к горению,а также превосходной герметичностью.Характеристика:Производитель-Li-ionТип аккомулятора-ЛитевыйЕмкость-12АНоминальное напряжение-12VРабочая темпиратура -20~ +60Ресурс (циклов) более 1000Вес964гДополнительноЗарядное устройство 12.6V/1АКрокодилы;шт;14,10465,18287,19169;
11789;YT-HATL-210х170;Замок гидравлический противоугонный 210х170мм;++;7.20;у.е.;12;;шт;7725,10471;
16490;ОКТ-Д(0,5)-1Е-190;Патчкорд оптический SC/UPC-SC/UPC (ОКТ-Д(0,5)-1Е) 190м.                                                                       ;+;775.00;грн;24;На базе круглого диэлектрического самонесущего волоконно-оптического наружного кабеля производства ПАТ ""Одескабль"" ОКТ-Д(0,5)П-1Е1-0,36Ф3,5/0,22Н18-1 с 2 силовыми стеклопрутками Тип коннекторов: SCТип полировки: UPCТип волокна: ITU-T G.652 DДопустимое растягивающее усилие: 0,5КнМинимальный радиус изгиба: не менее 20 номинальных диаметров кабеляДиаметр кабеля: 4,3±0,4 ммДлина концов: 40 смДиаметр кабеля на концах: 3,0±0,1 мм Диапазон температур монтажа и эксплуатации: -40 °С - +60 °С;шт;2798,9128,10468,14102;
8097;К208;Самозажимная 8-проводная клемма WAGO К773-208, 8-pin, прозрачно-серая;+++;0.15;у.е.;1;;шт;13685,14288,14944;
8851;YT-B15,6"""	"Сумка для ноутбука 15,6"" с плечевым ремнем Q150;нет;2.50;у.е.;0;Особенности:Легкая практичная модель с лучшей ценой.Внешний передний карман.Усиленные стенки, плоский формат.Регулируемый плечевой ремень.Характеристики:Внешние размеры (ШхВхГ): 430 х 305 х 80 ммВнутренние размеры (ШхВхГ): 425 х 300 х 75 ммМатериал: полиэстер;шт;2950,2954;
6765;LX12-18MG;Аккумуляторная батарея 12V 18.0 Ah AGM Luxeon LX12-18MG;+;35.00;у.е.;12;Напряжение: 12ВЁмкость: 18АЧРазмер: 181х77х167ммГарантия: 12 месВес: 5кг;шт;14,10460,19169,23769;
18361;IS-2.1m;Искусственная сосна, 2.10м;+;46.00;у.е.;0;;шт;1826,10471,18368;
669;00669;Сумка для ноутбука HP 15,6"""	5.3	0	1
